gene a,gene b,synonym a,synonym b,cell line,phenotype,additional notes,interaction
CSK,METTL6,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,OSTN,-,MUSCLIN,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CHD2,-,EEOC,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,GAS2,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,IRX5,-,HMMS|IRX-2a|IRXB2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DISC1,-,C1orf136|SCZD9,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PTBP2,-,PTBLP|brPTB|nPTB,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ST6GALNAC2,-,SAITL1|SIAT7|SIAT7B|SIATL1|ST6GalNAII|STHM,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,KCNH5,-,EAG2|H-EAG2|Kv10.2|hEAG2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,AFMID,-,FKF|KF|KFA,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CARHSP1,-,CRHSP-24|CSDC1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TRMT11,-,C6orf75|MDS024|TRM11|TRMT11-1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,KCNT2,-,KCa4.2|SLICK|SLO2.1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SIT1,-,SIT|SIT-R,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,COLEC10,-,CLL1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,STK33,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,FAM49A,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,NOL4,-,CT125|NOLP,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TBC1D12,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ARHGDIA,-,GDIA1|HEL-S-47e|NPHS8|RHOGDI|RHOGDI-1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,XYLB,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ANKRD28,-,PITK|PPP1R65,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ZSWIM2,-,MEX|ZZZ2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,GPR160,-,GPCR1|GPCR150,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,IL17RD,-,HH18|IL-17RD|IL17RLM|SEF,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ZNF175,-,OTK18,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PHACTR4,-,PPP1R124,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,NEK7,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,IFT74,-,CCDC2|CMG-1|CMG1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,HIST3H2BB,-,H2Bb,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,FXYD2,-,ATP1G1|HOMG2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,IFI27,-,FAM14D|ISG12|ISG12A|P27,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CTDSPL,-,C3orf8|HYA22|PSR1|RBSP3|SCP3,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,MTF2,-,M96|PCL2|TDRD19A|dJ976O13.2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ERBB2IP,-,ERBIN|HEL-S-78|LAP2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,FGB,-,HEL-S-78p,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,AMPD3,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SUGP2,-,SFRS14,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,FAM19A2,-,TAFA-2|TAFA2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PALMD,-,C1orf11|PALML,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CCDC83,-,CT148,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,WDR31,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,FAP,-,DPPIV|FAPA|SIMP,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,AP4E1,-,CPSQ4|SPG51,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,RBL2,-,P130|Rb2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SYPL1,-,H-SP1|SYPL,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,AFF2,-,FMR2|FMR2P|FRAXE|MRX2|OX19,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TM4SF1,-,H-L6|L6|M3S1|TAAL6,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,MAMDC4,-,AEGP,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,MS4A10,-,CD20L7|MS4A9,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SCN9A,-,ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLCO1B1,-,HBLRR|LST-1|LST1|OATP-C|OATP1B1|OATP2|OATPC|SLC21A6,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ALPK2,-,HAK,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,GATAD1,-,CMD2B|ODAG|RG083M05.2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PLD5,-,PLDC,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CHRNB3,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,NPC1,-,NPC,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TDP1,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,RAB21,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TERF1,-,PIN2|TRBF1|TRF|TRF1|hTRF1-AS|t-TRF1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TOR2A,-,TORP1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ADAM28,-,ADAM 28|ADAM23|MDC-L|MDC-Lm|MDC-Ls|MDCL|eMDC II|eMDCII,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,STX3,-,STX3A,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
